date,AAPL,ABBV,ABNB,ACN,ADBE,AMD,AMGN,AMZN,ARM,AVGO,AXP,BA,BAC,CAT,COIN,COST,CRM,CRWD,CSCO,CVX,DDOG,DIS,DOW,GOOG,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,LCID,LLY,MA,MCD,META,MMM,MRK,MSFT,NET,NFLX,NKE,NVDA,ORCL,PANW,PEP,PG,PLTR,PYPL,QCOM,RIVN,SHOP,SNOW,TMO,TRV,TSLA,TXN,UBER,UNH,V,VZ,WMT,XOM,ZS,agent
2026-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RuleBased (EarningsSentiment)
2026-04-20,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RuleBased (EarningsSentiment)
2025-01-02,0,25,0,41,0,0,0,65,88,42,44,0,320,20,40,0,37,0,0,0,94,0,0,75,17,19,48,64,0,0,45,0,0,0,29,24,0,73,0,34,0,171,0,77,52,0,0,92,161,0,0,0,132,60,0,26,30,36,0,10,40,192,0,0,43,RuleBased (RegimeAdaptive)
2025-01-03,0,0,0,0,0,0,0,-1,-9,1,0,0,-161,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,1,0,0,-46,-2,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,0,0,-1,RuleBased (RegimeAdaptive)
2025-01-06,0,0,0,0,0,0,0,0,-1,0,0,0,-2,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-2,0,48,0,-2,0,0,0,0,-2,1,0,0,0,0,0,0,0,0,0,0,1,RuleBased (RegimeAdaptive)
2025-01-07,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-2,0,1,0,0,-2,0,0,864,-3,1,0,0,0,0,0,0,0,4,0,0,2,RuleBased (RegimeAdaptive)
2025-01-08,0,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,-9,0,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,-1,0,0,1,1,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-01-10,0,0,0,-21,0,0,0,0,3,0,-1,0,-2,0,-20,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,-6,0,0,-2,0,0,-1,0,0,0,5,-1,0,0,0,0,0,0,0,0,-196,0,0,0,RuleBased (RegimeAdaptive)
2025-01-13,0,0,0,0,0,0,0,0,3,1,0,0,0,-1,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,-24,0,0,0,0,0,0,-2,0,0,0,0,0,3,0,-1,0,1,1,0,0,7,1,0,0,0,0,2,0,1,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-01-14,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-2,0,0,0,0,0,1,0,-1,0,-1,0,0,0,9,0,1,0,0,0,0,0,0,2,0,0,0,0,RuleBased (RegimeAdaptive)
2025-01-15,0,-26,0,0,0,0,0,-1,-3,0,-2,0,-7,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-25,0,0,0,0,0,0,0,-15,0,0,0,0,-1,0,0,0,-2,-1,-1,0,0,-2,0,0,-3,-1,-1,0,8,-1,-1,0,0,-1,0,0,0,-1,RuleBased (RegimeAdaptive)
2025-01-16,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,0,0,-19,0,0,0,-1,83,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-4,0,0,0,0,0,-2,0,-1,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-01-17,0,0,0,0,0,0,0,-1,-1,-1,0,0,1,0,-1,0,0,0,0,-1,-47,-1,0,0,0,0,0,-33,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,0,-1,0,0,0,-1,0,0,3,-63,0,0,0,0,-1,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-01-21,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,-1,-6,-2,0,0,-1,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-01-22,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,-1,0,0,0,-2,-4,1,0,-1,-3,0,0,6,0,0,0,-2,0,1,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-01-23,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-2,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,4,0,0,0,0,6,-35,0,0,3,0,0,0,0,RuleBased (RegimeAdaptive)
2025-01-24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,1,0,0,0,0,3,0,0,0,0,RuleBased (RegimeAdaptive)
2025-01-27,33,0,0,-1,0,0,0,0,0,-3,0,0,0,0,0,-1,-1,0,250,0,0,0,0,-3,0,0,-1,0,0,0,0,0,0,0,-1,-2,0,0,0,0,0,-80,0,-13,-5,0,0,-4,1,0,0,2,0,0,0,-3,0,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-01-28,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,108,0,0,-6,-2,-1,0,0,-4,0,0,6,-6,-2,0,1,0,0,0,0,0,0,0,0,-4,RuleBased (RegimeAdaptive)
2025-01-29,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-01-30,1,0,0,-1,0,0,0,2,0,-1,0,0,163,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-2,-1,0,0,1,0,0,2,0,1,0,0,0,0,0,-10,1,0,0,0,1,RuleBased (RegimeAdaptive)
2025-01-31,1,0,0,21,0,0,0,6,0,0,1,0,-1,0,1,0,0,0,3,43,0,-2,0,0,0,0,1,24,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-02-03,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-02-04,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-1,0,0,0,-3,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-8,157,0,-6,-2,-1,0,0,0,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-02-05,0,0,0,0,0,0,0,0,0,-1,0,0,0,4,6,0,0,0,0,4,0,0,0,-5,8,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,-2,0,2,0,2,3,-79,0,-441,0,0,0,2,3,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-02-06,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-3,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,1,-5,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-02-07,-1,0,0,1,0,0,0,-2,0,1,0,0,0,1,0,0,0,0,0,-91,1,0,0,-1,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-21,0,0,0,0,-2,0,2,0,1,0,9,0,1,0,1,-19,0,0,0,0,0,151,0,0,RuleBased (RegimeAdaptive)
2025-02-10,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,4,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-6,0,0,0,0,-1,0,0,-1,-1,0,0,-41,-2,1,0,-10,0,0,0,0,1,0,0,0,0,0,-1,0,0,RuleBased (RegimeAdaptive)
2025-02-11,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,-1,0,0,RuleBased (RegimeAdaptive)
2025-02-12,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,-2,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-02-13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2,0,0,0,0,0,-1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,32,-1,0,0,1,0,0,11,0,-1,0,0,-1,0,0,0,0,0,1,0,0,RuleBased (RegimeAdaptive)
2025-02-14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,5,-1,0,-15,0,1,0,0,1,0,0,0,0,0,-1,0,0,RuleBased (RegimeAdaptive)
2025-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,-8,0,-1,0,0,0,0,0,0,0,0,1,0,0,RuleBased (RegimeAdaptive)
2025-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-3,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,39,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,-26,0,0,RuleBased (RegimeAdaptive)
2025-02-21,0,0,0,-2,0,0,0,0,0,-20,0,0,0,1,1,0,0,38,-1,0,3,0,0,-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,-2,0,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,-2,0,0,RuleBased (RegimeAdaptive)
2025-02-24,0,72,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,1,0,2,0,0,-1,0,0,12,0,0,0,0,1,0,0,0,0,0,2,0,0,RuleBased (RegimeAdaptive)
2025-02-25,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-4,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,0,0,1,0,0,0,0,1,1,0,38,0,0,0,0,0,0,0,0,0,0,-8,0,0,RuleBased (RegimeAdaptive)
2025-02-26,0,2,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,1,0,0,0,29,0,0,0,0,0,0,1,0,0,RuleBased (RegimeAdaptive)
2025-02-27,0,0,84,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-02-28,0,-1,1,0,0,0,0,-33,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-6,0,0,0,-1,0,0,0,0,0,0,-2,0,0,RuleBased (RegimeAdaptive)
2025-03-03,0,0,-1,0,0,0,0,-1,0,1,0,0,0,0,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,42,RuleBased (RegimeAdaptive)
2025-03-04,0,-1,0,1,0,0,0,1,0,0,-21,0,2,0,-1,0,0,0,-1,86,0,-12,0,0,-1,-1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,0,0,0,0,1,0,0,0,0,0,-2,0,0,RuleBased (RegimeAdaptive)
2025-03-05,0,2,0,0,0,0,0,-1,0,-1,0,0,-164,-2,-1,0,6,-1,-2,1,4,0,0,-1,0,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-5,0,0,-5,0,0,0,0,-1,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-03-06,31,0,-1,0,0,0,0,0,-15,1,0,0,2,0,0,-1,1,-1,-1,0,1,-6,0,1,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,-4,-22,0,1,-1,0,0,0,1,1,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-03-07,-1,-1,0,0,0,0,0,1,-3,-1,1,0,0,-1,1,-2,0,0,0,0,2,0,0,-1,0,0,-1,-3,0,0,0,0,0,0,1,-4,0,0,0,0,0,0,0,-1,-1,0,0,0,-3,-3,0,2,0,0,0,0,0,0,0,0,0,0,-3,0,0,RuleBased (RegimeAdaptive)
2025-03-10,-3,0,0,0,0,0,0,0,1,1,-1,52,-3,1,0,0,0,-1,-11,0,-1,0,0,0,-1,0,0,1,0,0,15,0,0,0,-1,0,0,0,0,0,-2,0,0,2,0,0,0,0,2,1,0,32,0,0,0,0,0,0,0,0,0,0,-3,0,-2,RuleBased (RegimeAdaptive)
2025-03-11,-1,0,-1,-21,0,0,0,-1,1,-1,1,0,1,0,-2,0,-1,-2,-7,-1,1,-9,0,2,0,0,0,0,0,0,-1,0,0,0,0,-3,0,0,0,0,0,-3,0,0,-30,-1,0,0,0,0,0,5,0,0,0,0,-1,0,209,0,-1,0,1,0,0,RuleBased (RegimeAdaptive)
2025-03-12,0,0,0,1,0,0,0,1,0,0,-1,-2,-1,0,0,0,0,0,1,-1,0,0,0,2,-10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,-3,-1,1,0,0,-5,0,0,-9,0,0,0,0,-1,0,9,0,1,0,0,0,1,RuleBased (RegimeAdaptive)
2025-03-13,-1,1,-1,0,0,0,0,0,1,1,1,0,0,-21,1,0,-1,0,-3,1,1,0,0,0,0,-1,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,1,1,0,12,23,-7,0,0,1,0,-2,0,-1,0,1,0,-2,RuleBased (RegimeAdaptive)
2025-03-14,-1,0,0,0,0,0,0,-1,-2,5,-2,0,-5,0,-1,-1,-1,-17,-2,-2,-2,-2,0,0,-1,0,0,0,0,0,-2,0,0,0,-1,-1,13,0,0,0,0,-3,0,-2,0,-1,0,0,-5,-2,0,-5,-3,-2,0,0,-1,0,0,0,0,0,-55,0,0,RuleBased (RegimeAdaptive)
2025-03-17,-27,0,-1,-1,0,0,0,1,-1,2,0,0,-2,0,-1,0,0,0,0,3,-1,-1,0,1,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,-1,1,0,0,-1,-1,0,-607,-1,1,0,2,1,0,0,0,0,0,-2,0,0,RuleBased (RegimeAdaptive)
2025-03-18,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,-44,-1,0,1,1,-40,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-03-19,0,0,0,0,0,0,0,1,0,0,1,-6,3,0,-1,-6,0,0,2,2,0,-1,0,0,1,1,1,1,0,88,1,1,0,0,1,0,0,0,0,0,0,-69,0,-1,-1,2,0,0,-65,2,0,0,-3,1,0,0,0,0,-1,0,0,0,0,0,-37,RuleBased (RegimeAdaptive)
2025-03-20,0,0,-40,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,-1,2,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-49,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,RuleBased (RegimeAdaptive)
2025-03-21,0,0,0,-1,0,0,0,0,-62,1,0,-2,2,0,0,0,1,1,3,1,-1,0,0,1,0,0,0,0,0,0,0,-1,0,0,-12,0,0,0,0,0,0,-1,0,0,1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,RuleBased (RegimeAdaptive)
2025-03-24,0,0,0,0,0,0,0,-3,0,3,-1,0,-2,0,-2,0,-1,-1,-1,0,-4,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-3,-1,0,0,-3,-1,0,0,-3,0,1,0,0,0,-1,0,0,RuleBased (RegimeAdaptive)
2025-03-25,-1,-3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,0,-58,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-2,0,0,0,-2,0,0,0,1,0,0,0,1,0,0,0,0,-1,0,1,0,1,0,-1,RuleBased (RegimeAdaptive)
2025-03-26,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-120,-1,0,0,0,0,1,0,0,0,0,0,0,-3,0,0,0,-1,0,45,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,288,0,0,0,RuleBased (RegimeAdaptive)
2025-03-27,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,-32,0,0,0,0,-1,0,0,0,0,0,-3,0,0,0,0,0,0,0,-1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,-1,-3,0,0,0,RuleBased (RegimeAdaptive)
2025-03-28,0,0,1,1,0,0,0,-1,0,0,0,0,-2,0,0,0,0,1,1,0,0,-1,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,-2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,-3,0,-24,1,0,0,0,RuleBased (RegimeAdaptive)
2025-03-31,-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,-1,0,-53,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-2,0,42,RuleBased (RegimeAdaptive)
2025-04-01,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-22,0,-22,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,0,5,0,0,0,-1,0,0,RuleBased (RegimeAdaptive)
2025-04-02,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,-86,0,0,-1,0,0,0,0,0,-109,0,0,-1,0,0,0,RuleBased (RegimeAdaptive)
2025-04-03,-3,-1,0,-1,0,0,0,-3,0,0,-3,-4,-30,0,-34,0,-1,0,-21,-13,0,-13,0,0,-1,0,0,0,0,-3,-3,-3,0,0,0,0,0,-3,0,0,1,1,0,0,0,0,0,69,2,0,0,0,-4,-2,0,0,0,0,0,0,0,-1,0,0,-6,RuleBased (RegimeAdaptive)
2025-04-04,-1,-11,-41,0,0,0,0,0,0,1,0,-1,-4,0,0,0,0,1,-4,-12,0,-2,0,1,0,-16,0,0,0,-2,-2,-11,0,0,-2,-5,0,-6,0,0,1,-1,0,0,-31,-1,0,-38,5,0,0,0,3,1,0,-11,1,0,-2,0,-5,-23,0,0,-42,RuleBased (RegimeAdaptive)
2025-04-07,-23,0,0,0,0,0,0,-1,0,-1,0,-1,-6,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,2,0,-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,-3,0,0,0,-2,0,0,-1,0,0,-1,0,0,-1,-1,0,-1,RuleBased (RegimeAdaptive)
2025-04-08,0,-4,0,0,0,0,0,1,0,-1,0,0,2,0,0,0,0,1,1,1,0,1,0,-38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,-31,0,0,0,0,2,-1,0,3,1,0,1,0,1,7,1,0,0,RuleBased (RegimeAdaptive)
2025-04-09,0,-1,0,-19,0,0,0,-8,0,-8,-5,-10,-11,0,0,-1,-4,-4,-22,-7,0,-17,0,0,-2,0,0,-2,0,0,-4,-3,0,0,-2,0,-3,-7,0,0,-8,-8,0,0,0,-9,0,0,-11,0,0,0,-15,-9,0,-4,-6,0,-17,0,-4,-2,-10,0,-8,RuleBased (RegimeAdaptive)
2025-04-10,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,-4,0,0,0,0,0,0,0,0,0,-32,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,-1,0,1,RuleBased (RegimeAdaptive)
2025-04-11,0,-27,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,-3,-1,0,0,RuleBased (RegimeAdaptive)
2025-04-14,-34,-1,-68,-34,-40,-102,-46,0,-113,0,0,0,-337,-34,-64,0,-69,0,-1,0,-111,1,-270,-60,0,-30,-42,0,-439,0,0,-1,-591,-18,0,-1,1,1,-117,-24,0,-1,-152,-93,-57,0,-72,-58,-2,-152,-74,-1354,1,0,-19,-1,-53,-56,0,0,0,-2,-1,0,0,RuleBased (RegimeAdaptive)
2025-04-15,0,1,1,0,0,1,1,1,-3,0,0,0,17,-1,-1,0,0,0,1,-28,1,0,-17,-2,0,-1,-1,0,-27,0,0,0,-39,-1,0,0,0,0,-3,-1,-1,-2,-3,2,-1,0,-2,-1,-3,-3,-1,-22,-1,0,-1,1,0,0,-1,0,0,1,1,0,-1,RuleBased (RegimeAdaptive)
2025-04-16,-2,0,-2,-1,-1,-11,-2,0,-6,1,0,0,-6,-1,-3,0,-3,0,1,0,-2,0,-4,-2,0,-1,-1,0,-23,0,0,0,-74,-1,0,0,0,1,-4,0,0,0,-7,-11,-4,0,-2,-1,2,-7,-3,-126,0,0,0,-1,-3,-3,1,0,0,-3,0,0,0,RuleBased (RegimeAdaptive)
2025-04-17,0,0,0,-1,1,-2,-1,1,-11,0,0,-1,-1,1,2,0,-2,0,0,0,-2,-1,10,-1,0,2,1,0,-14,-1,0,-1,32,8,0,0,0,0,5,-2,1,6,12,-6,-4,1,4,3,0,3,1,22,0,1,-1,1,0,1,-2,0,0,-1,0,0,0,RuleBased (RegimeAdaptive)
2025-04-21,-1,0,-1,0,-1,-4,-2,0,-11,1,-47,0,-5,-2,0,0,-3,0,1,0,-4,-132,0,-3,0,-1,-1,0,-5,0,0,0,-34,0,0,0,0,1,-1,-1,1,0,1,-8,-4,0,-1,-2,1,-3,-1,-123,1,0,0,0,-4,-2,1,0,0,-3,0,-88,1,RuleBased (RegimeAdaptive)
2025-04-22,2,-1,3,1,1,2,2,-75,10,-1,3,0,17,2,12,0,3,0,-1,-1,6,4,13,4,0,1,1,-1,26,0,0,-1,4,0,0,-1,0,-6,3,2,-2,-4,4,4,4,0,1,2,-1,6,2,67,-2,0,1,-2,3,-1,-2,0,-1,0,-1,5,-1,RuleBased (RegimeAdaptive)
2025-04-23,1,1,3,0,1,8,-1,5,9,3,1,-2,3,0,2,0,3,0,2,1,8,2,0,2,0,0,0,0,39,2,-1,4,36,0,0,0,-1,1,-2,0,-2,-1,0,-4,-4,-1,-4,-4,-3,4,2,144,-3,-2,0,2,4,4,1,0,0,5,0,-2,0,RuleBased (RegimeAdaptive)
2025-04-24,1,-1,3,1,2,8,1,2,15,-2,1,0,8,3,4,0,6,-1,0,-1,7,5,10,3,0,0,1,0,26,0,0,3,34,1,0,1,0,-1,3,2,0,-2,4,4,6,-86,-3,-2,-2,11,7,80,0,-2,-1,0,2,6,-5,0,0,0,0,1,0,RuleBased (RegimeAdaptive)
2025-04-25,1,-1,0,0,1,4,0,1,3,0,0,0,0,0,3,0,1,0,-1,0,3,0,3,1,0,0,-1,0,-43,1,0,0,23,0,0,0,0,0,9,0,0,-1,-5,9,0,1,-1,1,-2,2,1,134,-1,0,0,-25,6,1,1,0,0,-1,0,0,-1,RuleBased (RegimeAdaptive)
2025-04-28,0,-1,1,0,0,-1,0,0,-3,0,0,-1,1,-1,-2,0,-1,0,0,0,0,0,-1,-1,0,0,0,4,17,0,0,1,12,0,0,0,0,0,0,-1,0,56,-2,-4,0,2,0,1,46,-2,-1,127,0,0,-2,-1,0,-1,0,0,0,-128,0,0,0,RuleBased (RegimeAdaptive)
2025-04-29,0,1,2,1,1,-1,2,-1,-2,1,0,0,1,0,0,0,0,12,0,1,1,1,9,-1,0,0,6,0,-8,0,0,1,597,0,0,0,0,0,4,0,0,-1,1,0,0,2,0,-1,0,6,-1,1051,0,0,0,0,1,-1,-1,0,0,-1,38,-2,0,RuleBased (RegimeAdaptive)
2025-04-30,0,1,-3,0,0,2,1,-1,5,-1,0,0,-1,0,-1,0,1,0,0,0,0,0,-1,0,0,0,-1,0,-9,0,0,0,0,1,0,-1,0,0,1,0,0,0,-5,-1,0,1,2,-1,-1,-2,1,0,1,0,0,0,-2,0,-1,0,0,-4,-1,-2,-1,RuleBased (RegimeAdaptive)
